date,Holiday,Standard,Summer,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA_E
2021/12/1 12:00,1,1,1,0,12.1,61,15,83
2021/12/1 13:00,1,1,1,0,10.8,74,14,83.84
2021/12/1 14:00,1,1,1,0,10.7,74,11,79.31
2021/12/1 15:00,1,1,1,0,11,73,6,75.38
2021/12/1 16:00,1,1,1,0,10.7,72,10,75.36
2021/12/1 17:00,1,1,1,0.9,9.8,81,6,77.65
2021/12/1 18:00,1,1,1,0.3,9.6,86,6,81.42
2021/12/1 19:00,1,1,1,0,9.7,86,7,88.04
2021/12/1 20:00,1,1,1,0,10,87,5,89.3
2021/12/1 21:00,1,1,1,0.2,10.2,88,5,81
2021/12/1 22:00,1,1,1,0,10.6,88,5,73.88
2021/12/1 23:00,1,1,1,0.1,10.4,88,4,67.07
2021/12/2 00:00,1,1,1,0,10.4,88,4,58.1
2021/12/2 01:00,1,1,1,0,10.4,89,3,52.95
2021/12/2 02:00,1,1,1,1.2,10.3,91,4,51.16
2021/12/2 03:00,1,1,1,1.8,10.5,92,7,51.05
2021/12/2 04:00,1,1,1,1.2,10.6,92,8,52.23
2021/12/2 05:00,1,1,1,2,10.8,93,5,54.98
2021/12/2 06:00,1,1,1,2.2,11.1,93,6,70.53
2021/12/2 07:00,1,1,1,0.6,11.3,92,6,95.86
2021/12/2 08:00,1,1,1,0.5,10.4,94,11,95.23
2021/12/2 09:00,1,1,1,0.8,10.1,94,14,89.75
2021/12/2 10:00,1,1,1,0.6,10.3,92,8,85.3
2021/12/2 11:00,1,1,1,0,10.4,90,4,82.93
2021/12/2 12:00,1,1,1,1,10,92,4,82.01
2021/12/2 13:00,1,1,1,1.3,10,93,7,83.19
2021/12/2 14:00,1,1,1,0.6,10.1,91,9,79.11
2021/12/2 15:00,1,1,1,0.2,10.1,86,12,77.2
2021/12/2 16:00,1,1,1,0.5,9.9,85,7,75.09
2021/12/2 17:00,1,1,1,0.9,9.5,85,7,78.95
2021/12/2 18:00,1,1,1,0.7,8.1,79,21,81.86
2021/12/2 19:00,1,1,1,1.4,8.1,78,33,87.18
2021/12/2 20:00,1,1,1,0.9,7.9,83,45,88.69
2021/12/2 21:00,1,1,1,0.1,8.2,74,46,83.96
2021/12/2 22:00,1,1,1,0.1,8,74,39,72.82
2021/12/2 23:00,1,1,1,0.1,8.2,74,33,66.35
2021/12/3 00:00,1,1,1,0,8.5,68,23,58.96
2021/12/3 01:00,1,1,1,0,8.9,68,22,53.36
2021/12/3 02:00,1,1,1,0,8.4,70,24,51.63
2021/12/3 03:00,1,1,1,0,8.3,70,17,50.69
2021/12/3 04:00,1,1,1,0,8.4,68,20,51.25
2021/12/3 05:00,1,1,1,0,8.5,66,20,55.09
2021/12/3 06:00,1,1,1,0,8.8,65,19,70.91
2021/12/3 07:00,1,1,1,0,8.6,65,22,98.64
2021/12/3 08:00,1,1,1,0,8.9,61,22,99.58
2021/12/3 09:00,1,1,1,0,9,62,30,93.17
2021/12/3 10:00,1,1,1,0,9.8,56,33,86.87
2021/12/3 11:00,1,1,1,0,9.8,58,40,83.74
2021/12/3 12:00,1,1,1,0,9.8,58,38,84.62
2021/12/3 13:00,1,1,1,0,9.9,50,37,85.18
2021/12/3 14:00,1,1,1,0.1,10.1,49,36,82.65
2021/12/3 15:00,1,1,1,0,9.8,47,34,79.02
2021/12/3 16:00,1,1,1,0,9.5,53,31,77.76
2021/12/3 17:00,1,1,1,0,8.7,55,33,78.41
2021/12/3 18:00,1,1,1,0,8.3,58,40,82.08
2021/12/3 19:00,1,1,1,0,8,56,39,84.13
2021/12/3 20:00,1,1,1,0,7.6,63,38,85.13
2021/12/3 21:00,1,1,1,0,7.3,63,36,78.24
2021/12/3 22:00,1,1,1,0,7.1,57,37,70.69
2021/12/3 23:00,1,1,1,0,7,58,35,67.1
2021/12/4 00:00,1,1,1,0,6.6,54,30,59.7
2021/12/4 01:00,1,1,1,0,5.8,56,17,54.28
2021/12/4 02:00,1,1,1,0,5.3,58,24,50.92
2021/12/4 03:00,1,1,1,0,5.1,57,19,50.77
2021/12/4 04:00,1,1,1,0,5.4,54,13,51.66
2021/12/4 05:00,1,1,1,0,5.1,57,6,53.25
2021/12/4 06:00,1,1,1,0,5.1,55,6,59.76
2021/12/4 07:00,1,1,1,0,5.1,54,5,75.45
2021/12/4 08:00,1,1,1,0,5.2,55,6,92.94
2021/12/4 09:00,1,1,1,0,6.1,52,6,100.72
2021/12/4 10:00,1,1,1,0,6.6,50,4,99.38
2021/12/4 11:00,1,1,1,0,7.4,43,5,91.15
2021/12/4 12:00,1,1,1,0,8.5,46,5,87.02
2021/12/4 13:00,1,1,1,0,8.8,41,4,88.26
2021/12/4 14:00,1,1,1,0,8.5,44,4,83.72
2021/12/4 15:00,1,1,1,0,8.7,54,4,80.2
2021/12/4 16:00,1,1,1,0,8.9,56,6,79.84
2021/12/4 17:00,1,1,1,0,9,56,5,80.1
2021/12/4 18:00,1,1,1,0,9.6,64,8,80.25
2021/12/4 19:00,1,1,1,0,8.8,68,8,81.42
2021/12/4 20:00,1,1,1,0,8.8,69,8,80.47
2021/12/4 21:00,1,1,1,0,9,69,10,74.39
2021/12/4 22:00,1,1,1,1.3,7.4,87,12,67.38
2021/12/4 23:00,1,1,1,1,7.8,90,5,64.94
2021/12/5 00:00,1,1,1,1.1,8.1,91,7,60.35
2021/12/5 01:00,1,1,1,0.3,8.3,92,5,55.12
2021/12/5 02:00,1,1,1,0.1,8.4,93,4,52
2021/12/5 03:00,1,1,1,0.2,8.6,94,3,51.58
2021/12/5 04:00,1,1,1,0,8.7,95,4,51.45
2021/12/5 05:00,1,1,1,0.4,8.7,95,4,51.82
2021/12/5 06:00,1,1,1,1.2,8.7,96,5,55.57
2021/12/5 07:00,1,1,1,1.2,8.8,96,5,66.08
2021/12/5 08:00,1,1,1,0,9.3,96,7,85.26
2021/12/5 09:00,1,1,1,0,10,95,6,96.83
2021/12/5 10:00,1,1,1,2.2,7.1,95,22,99.52
2021/12/5 11:00,1,1,1,0,7.2,93,13,96.5
2021/12/5 12:00,1,1,1,0.3,6.8,93,10,92.74
2021/12/5 13:00,1,1,1,0,6.9,92,5,90.47
2021/12/5 14:00,1,1,1,0,7.2,90,4,83.62
2021/12/5 15:00,1,1,1,0,7.5,87,6,79.75
2021/12/5 16:00,1,1,1,0.1,7.6,79,11,78.51
2021/12/5 17:00,1,1,1,0,8,71,14,81.1
2021/12/5 18:00,1,1,1,0,7.9,67,32,82.91
2021/12/5 19:00,1,1,1,0,8.1,66,35,85.8
2021/12/5 20:00,1,1,1,0,8.1,65,32,86.58
2021/12/5 21:00,1,1,1,0,8,65,39,78.6
2021/12/5 22:00,1,1,1,0,7.8,66,39,71.42
2021/12/5 23:00,1,1,1,0,7.6,68,39,65.47
2021/12/6 00:00,1,1,1,0,7.5,68,38,58.25
2021/12/6 01:00,1,1,1,0,7.5,68,40,52.81
2021/12/6 02:00,1,1,1,0,7.6,67,39,51.15
2021/12/6 03:00,1,1,1,0,7.5,68,40,51.22
2021/12/6 04:00,1,1,1,0,7.4,66,39,51.81
2021/12/6 05:00,1,1,1,0,7.4,67,36,54.26
2021/12/6 06:00,1,1,1,0,7.5,68,42,69.77
2021/12/6 07:00,1,1,1,0,7.9,63,45,96.04
2021/12/6 08:00,1,1,1,0,7.7,64,46,99.57
2021/12/6 09:00,1,1,1,0,7.9,61,47,93.38
2021/12/6 10:00,1,1,1,0,8.4,59,45,88.77
2021/12/6 11:00,1,1,1,0,9,55,36,83.82
2021/12/6 12:00,1,1,1,0,9.5,53,29,83.84
2021/12/6 13:00,1,1,1,0,9.7,50,23,84.68
2021/12/6 14:00,1,1,1,0,9.7,51,23,80.69
2021/12/6 15:00,1,1,1,0,9.4,53,28,77.91
2021/12/6 16:00,1,1,1,0,9,54,24,75.96
2021/12/6 17:00,1,1,1,0,8.4,57,25,76.76
2021/12/6 18:00,1,1,1,0,8.1,57,25,83.4
2021/12/6 19:00,1,1,1,0,7.7,59,22,87.96
2021/12/6 20:00,1,1,1,0,7.9,57,21,90.47
2021/12/6 21:00,1,1,1,0,7.3,54,22,82.54
2021/12/6 22:00,1,1,1,0,7.5,54,23,71.98
2021/12/6 23:00,1,1,1,0,6.6,54,16,67.4
2021/12/7 00:00,1,1,1,0,6.2,54,5,59.21
2021/12/7 01:00,1,1,1,0,6.3,54,8,53.67
2021/12/7 02:00,1,1,1,0,5.6,54,8,50.85
2021/12/7 03:00,1,1,1,0,5.6,54,6,51.29
2021/12/7 04:00,1,1,1,0,5.2,58,17,52.05
2021/12/7 05:00,1,1,1,0,5.4,54,24,53.77
2021/12/7 06:00,1,1,1,0,5.2,53,11,69.23
2021/12/7 07:00,1,1,1,0,5.1,52,11,96.7
2021/12/7 08:00,1,1,1,0,4.7,54,17,98.4
2021/12/7 09:00,1,1,1,0,6.2,45,13,92.94
2021/12/7 10:00,1,1,1,0,6.6,45,15,86.28
2021/12/7 11:00,1,1,1,0,7.1,45,15,81.51
2021/12/7 12:00,1,1,1,0,8.1,42,8,82.64
2021/12/7 13:00,1,1,1,0,8.6,39,7,83.42
2021/12/7 14:00,1,1,1,0,8.6,41,7,81.18
2021/12/7 15:00,1,1,1,0,8.6,45,12,77.35
2021/12/7 16:00,1,1,1,0,8.3,45,9,74.55
2021/12/7 17:00,1,1,1,0,8.1,49,4,76.68
2021/12/7 18:00,1,1,1,0,6.7,57,8,80.47
2021/12/7 19:00,1,1,1,0,6.1,58,6,85.61
2021/12/7 20:00,1,1,1,0,5.8,57,6,85.44
2021/12/7 21:00,1,1,1,0,5.2,57,6,79.72
2021/12/7 22:00,1,1,1,0,5,64,8,70.86
2021/12/7 23:00,1,1,1,0,4.7,63,5,66.97
2021/12/8 00:00,1,1,1,0,4.6,64,6,59.92
2021/12/8 01:00,1,1,1,0,4.6,65,6,54.35
2021/12/8 02:00,1,1,1,0,4.5,65,5,52.12
2021/12/8 03:00,1,1,1,0,4.7,67,5,51.58
2021/12/8 04:00,1,1,1,0,4.4,68,7,52.28
2021/12/8 05:00,1,1,1,0,4.1,66,6,53.79
2021/12/8 06:00,1,1,1,0,4.5,61,8,58.42
2021/12/8 07:00,1,1,1,0,5.6,64,5,71.74
2021/12/8 08:00,1,1,1,0,5.8,63,6,89.67
2021/12/8 09:00,1,1,1,0,6.8,49,6,101.51
2021/12/8 10:00,1,1,1,0,7.6,47,4,98.43
2021/12/8 11:00,1,1,1,0,8.8,43,5,91.89
2021/12/8 12:00,1,1,1,0,9.2,43,5,90.71
2021/12/8 13:00,1,1,1,0,9.5,49,7,87.43
2021/12/8 14:00,1,1,1,0,9.9,54,11,82.21
2021/12/8 15:00,1,1,1,0,9.5,54,12,79.74
2021/12/8 16:00,1,1,1,0.1,8.2,70,15,77.91
2021/12/8 17:00,1,1,1,0,8.2,71,16,80.7
2021/12/8 18:00,1,1,1,1.5,7.3,79,22,80.94
2021/12/8 19:00,1,1,1,1.5,6.6,74,22,84.66
2021/12/8 20:00,1,1,1,0.4,6.9,76,23,86.1
2021/12/8 21:00,1,1,1,0,7.7,75,23,81.1
2021/12/8 22:00,1,1,1,0,9.6,72,19,71.43
2021/12/8 23:00,1,1,1,0.7,9.6,76,21,65.91
2021/12/9 00:00,1,1,1,2,8.8,84,19,58.1
2021/12/9 01:00,1,1,1,2.9,9.3,89,13,53.87
2021/12/9 02:00,1,1,1,2,9.2,93,9,51.73
2021/12/9 03:00,1,1,1,0.5,8.3,86,12,51.55
2021/12/9 04:00,1,1,1,0.8,7.1,82,23,52.44
2021/12/9 05:00,1,1,1,0.3,6.7,80,23,54.39
2021/12/9 06:00,1,1,1,1.4,6,81,23,69.78
2021/12/9 07:00,1,1,1,0.4,5.6,81,23,95.18
2021/12/9 08:00,1,1,1,0.3,5.9,76,27,96.82
2021/12/9 09:00,1,1,1,0.4,5.4,80,23,92.35
2021/12/9 10:00,1,1,1,0.7,5.4,81,26,84.91
2021/12/9 11:00,1,1,1,1.6,5.2,84,27,83.11
2021/12/9 12:00,1,1,1,0.2,5.2,82,29,82.81
2021/12/9 13:00,1,1,1,0.2,5.7,77,29,83.92
2021/12/9 14:00,1,1,1,0,6.5,72,28,81.17
2021/12/9 15:00,1,1,1,0,6.8,72,23,78.53
2021/12/9 16:00,1,1,1,0,6.8,68,26,77.04
2021/12/9 17:00,1,1,1,0,7.4,65,19,76.3
2021/12/9 18:00,1,1,1,0,7.6,62,15,81.65
2021/12/9 19:00,1,1,1,0,7.6,61,15,86.37
2021/12/9 20:00,1,1,1,0,7.8,61,8,88.57
2021/12/9 21:00,1,1,1,0,7.1,61,10,81.24
2021/12/9 22:00,1,1,1,0,7,61,18,71.38
2021/12/9 23:00,1,1,1,0,6.4,61,21,66.69
2021/12/10 00:00,1,1,1,0,6.3,61,13,59.27
2021/12/10 01:00,1,1,1,0,6.6,61,13,53.06
2021/12/10 02:00,1,1,1,0,6.5,61,14,50.76
2021/12/10 03:00,1,1,1,0,6,61,16,51.12
2021/12/10 04:00,1,1,1,0,5.7,61,20,51.33
2021/12/10 05:00,1,1,1,0,6.1,61,21,54.27
2021/12/10 06:00,1,1,1,0,5.6,60,19,68.85
2021/12/10 07:00,1,1,1,0,5.8,61,15,94.63
2021/12/10 08:00,1,1,1,0,5.9,59,18,100.3
2021/12/10 09:00,1,1,1,0,6.2,58,17,93.29
2021/12/10 10:00,1,1,1,0,6.8,57,13,87.5
2021/12/10 11:00,1,1,1,0,7.8,59,11,84.2
2021/12/10 12:00,1,1,1,0,8.7,53,6,83.43
2021/12/10 13:00,1,1,1,0,8.8,53,4,85.29
2021/12/10 14:00,1,1,1,0,8.3,53,7,81.51
2021/12/10 15:00,1,1,1,0,8.1,62,11,79.15
2021/12/10 16:00,1,1,1,0,7.7,64,10,76.6
2021/12/10 17:00,1,1,1,0,7.5,64,10,78.91
2021/12/10 18:00,1,1,1,0,7.3,64,11,81.69
2021/12/10 19:00,1,1,1,0,7.6,64,10,86.1
2021/12/10 20:00,1,1,1,0,7.4,64,10,84.76
2021/12/10 21:00,1,1,1,0,6.9,64,7,77.94
2021/12/10 22:00,1,1,1,0,6.8,64,9,69.56
2021/12/10 23:00,1,1,1,0,6.9,64,10,65.62
2021/12/11 00:00,1,1,1,0,6.7,64,9,59.25
2021/12/11 01:00,1,1,1,0,6.5,69,13,55
2021/12/11 02:00,1,1,1,0,7,66,13,51.51
2021/12/11 03:00,1,1,1,0,7.1,65,24,51.68
2021/12/11 04:00,1,1,1,0,7,65,50,51.54
2021/12/11 05:00,1,1,1,0,6.7,66,51,52.6
2021/12/11 06:00,1,1,1,0,6.6,62,42,59.35
2021/12/11 07:00,1,1,1,0,7.2,57,48,73.13
2021/12/11 08:00,1,1,1,0,6.7,59,61,91.13
2021/12/11 09:00,1,1,1,0,6.7,63,59,98.96
2021/12/11 10:00,1,1,1,0,6.8,61,64,96.2
2021/12/11 11:00,1,1,1,0,7.2,63,58,92.01
2021/12/11 12:00,1,1,1,0,7,61,55,89.52
2021/12/11 13:00,1,1,1,0,7,64,51,89.96
2021/12/11 14:00,1,1,1,0,7.3,64,55,84.07
2021/12/11 15:00,1,1,1,0,7.3,64,51,80.76
2021/12/11 16:00,1,1,1,0,7,65,54,80.44
2021/12/11 17:00,1,1,1,0,6.5,66,54,80.4
2021/12/11 18:00,1,1,1,0,6.3,66,50,81.64
2021/12/11 19:00,1,1,1,0,6.3,68,47,82.64
2021/12/11 20:00,1,1,1,0,6.6,65,40,82.76
2021/12/11 21:00,1,1,1,0,6,65,23,75.05
2021/12/11 22:00,1,1,1,0,5.9,65,18,68.65
2021/12/11 23:00,1,1,1,0,6.4,62,27,65.47
2021/12/12 00:00,1,1,1,0,6,63,19,60.44
2021/12/12 01:00,1,1,1,0,6.5,61,31,55.06
2021/12/12 02:00,1,1,1,0,6.1,55,19,52.7
2021/12/12 03:00,1,1,1,0,6.2,60,20,51.83
2021/12/12 04:00,1,1,1,0,5.6,56,17,51.62
2021/12/12 05:00,1,1,1,0,5.4,56,6,52.33
2021/12/12 06:00,1,1,1,0,6.1,51,11,56.34
2021/12/12 07:00,1,1,1,0,5.9,56,9,65.79
2021/12/12 08:00,1,1,1,0,5.6,58,4,87.11
2021/12/12 09:00,1,1,1,0,6.1,57,8,103.48
2021/12/12 10:00,1,1,1,0,8.3,57,6,103.12
2021/12/12 11:00,1,1,1,0,8.4,55,9,96.58
2021/12/12 12:00,1,1,1,0,8.7,59,9,92.21
2021/12/12 13:00,1,1,1,0,9.3,55,5,90.37
2021/12/12 14:00,1,1,1,0,9.4,56,5,83.45
2021/12/12 15:00,1,1,1,0,8.9,58,3,78.29
2021/12/12 16:00,1,1,1,0,9.6,53,3,78.46
2021/12/12 17:00,1,1,1,0,8.3,61,3,80.98
2021/12/12 18:00,1,1,1,0,7.4,63,8,83.85
2021/12/12 19:00,1,1,1,0,7.2,60,5,85.6
2021/12/12 20:00,1,1,1,0,7.3,61,5,86.88
2021/12/12 21:00,1,1,1,0,7.8,58,5,79.38
2021/12/12 22:00,1,1,1,0,7.2,59,5,72.01
2021/12/12 23:00,1,1,1,0,7.3,60,4,66.52
2021/12/13 00:00,1,1,1,0,8.1,55,4,57.9
2021/12/13 01:00,1,1,1,0,7.9,61,3,53.26
2021/12/13 02:00,1,1,1,0,8.2,59,4,51.45
2021/12/13 03:00,1,1,1,0,8.4,59,3,51.44
2021/12/13 04:00,1,1,1,0,8.1,62,4,51.98
2021/12/13 05:00,1,1,1,0,8.2,62,4,55.13
2021/12/13 06:00,1,1,1,0,8.3,53,3,70.37
2021/12/13 07:00,1,1,1,0,8.1,56,3,95.49
2021/12/13 08:00,1,1,1,0,8.6,49,4,96.79
2021/12/13 09:00,1,1,1,0,8.5,53,6,93.75
2021/12/13 10:00,1,1,1,0,9.9,46,4,87.36
2021/12/13 11:00,1,1,1,0,10.1,53,3,83.22
2021/12/13 12:00,1,1,1,0,10.4,49,4,83.29
2021/12/13 13:00,1,1,1,0,10.7,49,4,85.3
2021/12/13 14:00,1,1,1,0,10.6,56,5,81.7
2021/12/13 15:00,1,1,1,0,10.2,66,5,78.67
2021/12/13 16:00,1,1,1,0,11.1,61,3,76.81
2021/12/13 17:00,1,1,1,0,10,68,3,79.35
2021/12/13 18:00,1,1,1,0,9.4,65,5,82.09
2021/12/13 19:00,1,1,1,0,8.8,66,4,86.78
2021/12/13 20:00,1,1,1,0,8.7,68,3,89.37
2021/12/13 21:00,1,1,1,0,8.5,69,5,81.6
2021/12/13 22:00,1,1,1,0,9.3,59,5,72.88
2021/12/13 23:00,1,1,1,0,9.1,60,5,66.03
2021/12/14 00:00,1,1,1,0,9.4,58,5,59.27
2021/12/14 01:00,1,1,1,0,8.8,68,3,53.39
2021/12/14 02:00,1,1,1,0,8.4,70,3,51.33
2021/12/14 03:00,1,1,1,0,7.9,73,6,51.46
2021/12/14 04:00,1,1,1,0,7.5,71,8,51.89
2021/12/14 05:00,1,1,1,0,6.9,76,3,54.36
2021/12/14 06:00,1,1,1,0,6.6,75,5,70.64
2021/12/14 07:00,1,1,1,0,6.6,75,3,97.17
2021/12/14 08:00,1,1,1,0,6.5,74,4,98.05
2021/12/14 09:00,1,1,1,0,8.6,69,4,94.64
2021/12/14 10:00,1,1,1,0,9.5,65,4,89.33
2021/12/14 11:00,1,1,1,0,10.1,64,4,84.93
2021/12/14 12:00,1,1,1,0,10.6,62,3,84.61
2021/12/14 13:00,1,1,1,0,10.2,68,5,84.16
2021/12/14 14:00,1,1,1,0,10.6,68,4,81.38
2021/12/14 15:00,1,1,1,0,10.3,68,4,77.1
2021/12/14 16:00,1,1,1,0,10.5,66,3,75.47
2021/12/14 17:00,1,1,1,0,10,70,3,76.83
2021/12/14 18:00,1,1,1,0,10.4,61,9,81.75
2021/12/14 19:00,1,1,1,0,9.8,65,6,87.98
2021/12/14 20:00,1,1,1,0,9.5,64,9,89.87
2021/12/14 21:00,1,1,1,0,9.1,66,10,82.08
2021/12/14 22:00,1,1,1,0,8.9,67,9,74.48
2021/12/14 23:00,1,1,1,0,9.1,65,10,66.2
2021/12/15 00:00,1,1,1,0,9.2,65,9,59.57
2021/12/15 01:00,1,1,1,0,9.8,62,10,53.47
2021/12/15 02:00,1,1,1,0,10,63,8,51.2
2021/12/15 03:00,1,1,1,0,10.5,61,8,51.33
2021/12/15 04:00,1,1,1,0,10.3,61,10,51.48
2021/12/15 05:00,1,1,1,0,10,62,12,52.74
2021/12/15 06:00,1,1,1,0,10.5,63,20,69.88
2021/12/15 07:00,1,1,1,0,10.1,63,13,98.96
2021/12/15 08:00,1,1,1,0,9.9,64,7,98.37
2021/12/15 09:00,1,1,1,0,10.4,62,11,93.47
2021/12/15 10:00,1,1,1,0,11.4,59,11,86.85
2021/12/15 11:00,1,1,1,0,11.3,59,16,82.51
2021/12/15 12:00,1,1,1,0,11.2,62,20,84.66
2021/12/15 13:00,1,1,1,0,11.3,59,17,84.71
2021/12/15 14:00,1,1,1,0,11.3,59,18,81.86
2021/12/15 15:00,1,1,1,0,11,58,17,76.95
2021/12/15 16:00,1,1,1,0,10.1,62,12,76.32
2021/12/15 17:00,1,1,1,0,9.3,67,13,77.99
2021/12/15 18:00,1,1,1,0,9.5,66,16,81.14
2021/12/15 19:00,1,1,1,0,9.7,60,10,87.68
2021/12/15 20:00,1,1,1,0,9.4,59,12,87.86
2021/12/15 21:00,1,1,1,0,9.1,61,14,82.55
2021/12/15 22:00,1,1,1,0,9.1,61,14,73.95
2021/12/15 23:00,1,1,1,0,9.2,62,16,67.61
2021/12/16 00:00,1,1,1,0,9.1,64,23,59.17
2021/12/16 01:00,1,1,1,0,9.3,63,29,53.49
2021/12/16 02:00,1,1,1,0,9,63,24,52.05
2021/12/16 03:00,1,1,1,0,9.5,59,10,51.96
2021/12/16 04:00,1,1,1,0,9.6,59,13,52.33
2021/12/16 05:00,1,1,1,0,9.1,61,14,54.95
2021/12/16 06:00,1,1,1,0,9.2,61,12,70.84
2021/12/16 07:00,1,1,1,0,9.3,61,17,97.74
2021/12/16 08:00,1,1,1,0,9.2,62,15,97.88
2021/12/16 09:00,1,1,1,0,9.9,60,13,92.75
2021/12/16 10:00,1,1,1,0,10.7,57,8,86.46
2021/12/16 11:00,1,1,1,0,11.2,55,10,83.02
2021/12/16 12:00,1,1,1,0,11,56,23,83.7
2021/12/16 13:00,1,1,1,0,11.4,54,22,85.16
2021/12/16 14:00,1,1,1,0,11.5,58,27,81.61
2021/12/16 15:00,1,1,1,0,11.6,52,28,78.62
2021/12/16 16:00,1,1,1,0,11,56,24,75.87
2021/12/16 17:00,1,1,1,0,10.5,61,34,79
2021/12/16 18:00,1,1,1,0,10.6,55,13,82.49
2021/12/16 19:00,1,1,1,0,10.1,61,20,86.63
2021/12/16 20:00,1,1,1,0,10.1,59,19,87.73
2021/12/16 21:00,1,1,1,0,9.5,63,20,80.96
2021/12/16 22:00,1,1,1,0,9.6,61,14,72.85
2021/12/16 23:00,1,1,1,0,10.3,57,18,67.87
2021/12/17 00:00,1,1,1,0,9.8,58,9,60.26
2021/12/17 01:00,1,1,1,0,9.4,62,21,53.89
2021/12/17 02:00,1,1,1,0,10.1,56,19,52.28
2021/12/17 03:00,1,1,1,0,9.1,61,11,51.9
2021/12/17 04:00,1,1,1,0,8.8,63,4,51.73
2021/12/17 05:00,1,1,1,0,9.6,58,5,55.34
2021/12/17 06:00,1,1,1,0,9.4,61,6,72.06
2021/12/17 07:00,1,1,1,0,7.8,69,5,98.27
2021/12/17 08:00,1,1,1,0,7.4,75,4,98.12
2021/12/17 09:00,1,1,1,0,8.6,71,3,95.58
2021/12/17 10:00,1,1,1,0,9.9,64,4,89.88
2021/12/17 11:00,1,1,1,0,11.1,54,4,83.65
2021/12/17 12:00,1,1,1,0,10.6,72,5,84.36
2021/12/17 13:00,1,1,1,0,11.5,63,4,84.54
2021/12/17 14:00,1,1,1,0,10.9,68,4,82.13
2021/12/17 15:00,1,1,1,0,11.1,74,8,79.64
2021/12/17 16:00,1,1,1,0,11,81,5,77.87
2021/12/17 17:00,1,1,1,0,10.3,83,4,79.42
2021/12/17 18:00,1,1,1,0,9.6,87,4,81.99
2021/12/17 19:00,1,1,1,0,8.8,75,4,84.9
2021/12/17 20:00,1,1,1,0,8.2,84,3,87.21
2021/12/17 21:00,1,1,1,0,8.2,82,4,77.86
2021/12/17 22:00,1,1,1,0,8.9,68,4,70.49
2021/12/17 23:00,1,1,1,0,10.7,45,6,67.63
2021/12/18 00:00,1,1,1,0,9.7,49,13,59.73
2021/12/18 01:00,1,1,1,0,9.3,52,14,55.28
2021/12/18 02:00,1,1,1,0,8.7,55,13,52.16
2021/12/18 03:00,1,1,1,0,9.5,53,9,52.16
2021/12/18 04:00,1,1,1,0,9.4,51,6,52
2021/12/18 05:00,1,1,1,0,8.8,55,7,53.34
2021/12/18 06:00,1,1,1,0,8.6,54,10,59.22
2021/12/18 07:00,1,1,1,0,8.7,51,6,76.65
2021/12/18 08:00,1,1,1,0,7.7,55,15,96.46
2021/12/18 09:00,1,1,1,0,8.6,50,12,103.22
2021/12/18 10:00,1,1,1,0,9.6,48,12,100.62
2021/12/18 11:00,1,1,1,0,10.5,47,14,92.93
2021/12/18 12:00,1,1,1,0,9.9,55,13,90.43
2021/12/18 13:00,1,1,1,0,10.3,52,16,90.12
2021/12/18 14:00,1,1,1,0,10.2,56,13,84.09
2021/12/18 15:00,1,1,1,0,10,61,15,79.99
2021/12/18 16:00,1,1,1,0,10.2,64,11,79.51
2021/12/18 17:00,1,1,1,0,10,67,7,79.44
2021/12/18 18:00,1,1,1,0,9,67,5,80.3
2021/12/18 19:00,1,1,1,0,8.2,69,4,82.51
2021/12/18 20:00,1,1,1,0,7.2,72,4,81.16
2021/12/18 21:00,1,1,1,0,7,73,5,76.29
2021/12/18 22:00,1,1,1,0,6.7,69,4,70.29
2021/12/18 23:00,1,1,1,0,6.7,64,6,66.23
2021/12/19 00:00,1,1,1,0,6,70,4,61.34
2021/12/19 01:00,1,1,1,0,6.2,73,4,56.34
2021/12/19 02:00,1,1,1,0,6.1,77,4,52.65
2021/12/19 03:00,1,1,1,0,6,80,4,51.56
2021/12/19 04:00,1,1,1,0,5.8,82,4,51.8
2021/12/19 05:00,1,1,1,0,6.2,83,5,52.37
2021/12/19 06:00,1,1,1,0,6.1,83,5,56.55
2021/12/19 07:00,1,1,1,0,5.2,84,6,68.98
2021/12/19 08:00,1,1,1,0,4.9,85,7,87.86
2021/12/19 09:00,1,1,1,0,6,79,7,101.94
2021/12/19 10:00,1,1,1,0,7.3,76,4,101.87
2021/12/19 11:00,1,1,1,0,7.3,81,4,94.74
2021/12/19 12:00,1,1,1,0,7.6,80,5,91.06
2021/12/19 13:00,1,1,1,0,7.4,89,7,88.8
2021/12/19 14:00,1,1,1,0,6.6,91,12,82.82
2021/12/19 15:00,1,1,1,0,6.5,91,7,78.92
2021/12/19 16:00,1,1,1,0,6.6,90,6,78.34
2021/12/19 17:00,1,1,1,0,6.7,90,5,78.24
2021/12/19 18:00,1,1,1,0,6.6,89,6,84.14
2021/12/19 19:00,1,1,1,0,6.5,89,6,84.18
2021/12/19 20:00,1,1,1,0,6.5,89,6,86.62
2021/12/19 21:00,1,1,1,0,6.6,88,5,79.77
2021/12/19 22:00,1,1,1,0,6.3,88,6,71.18
2021/12/19 23:00,1,1,1,0,6.1,89,8,66.56
2021/12/20 00:00,1,1,1,0,5.9,87,7,58.62
2021/12/20 01:00,1,1,1,0,5.9,86,7,53.49
2021/12/20 02:00,1,1,1,0,5.6,85,7,51.66
2021/12/20 03:00,1,1,1,0,5.3,85,7,51.02
2021/12/20 04:00,1,1,1,0,5,85,7,51.55
